"","genres","movie_title","director_name","content_rating","imdb_score","title_year","number"
"4765","Drama","Bride & Prejudice ","Gurinder Chadha","PG-13",6.2,2004,1
"4766","Drama","Bridge of Spies ","Steven Spielberg","PG-13",7.6,2015,1
"4767","Drama","Bridge to Terabithia ","Gabor Csupo","PG",7.2,2007,1
"4768","Drama","Bridget Jones: The Edge of Reason ","Beeban Kidron","R",5.9,2004,1
"4769","Drama","Bridget Jones's Diary ","Sharon Maguire","R",6.7,2001,1
"4770","Drama","Brigham City ","Richard Dutcher","PG-13",7.2,2001,1
"4771","Drama","Bright Lights, Big City ","James Bridges","R",5.6,1988,1
"4772","Drama","Bright Star ","Jane Campion","PG",7,2009,1
"4773","Drama","Bringing Out the Dead ","Martin Scorsese","R",6.8,1999,1
"4774","Drama","Brokeback Mountain ","Ang Lee","R",7.7,2005,1
"4775","Drama","Brokedown Palace ","Jonathan Kaplan","PG-13",6.4,1999,1
"4776","Drama","Broken City ","Allen Hughes","R",6.2,2013,1
"4777","Drama","Broken Vessels ","Scott Ziehl","R",6.6,1998,1
"4778","Drama","Brooklyn ","John Crowley","PG-13",7.5,2015,1
"4779","Drama","Brooklyn Rules ","Michael Corrente","R",6.4,2007,1
"4780","Drama","Brooklyn's Finest ","Antoine Fuqua","R",6.7,2009,1
"4781","Drama","Brother ","Takeshi Kitano","R",7.2,2000,1
"4782","Drama","Brotherly Love ","Jamal Hill","R",7.2,2015,1
"4783","Drama","Brown Sugar ","Rick Famuyiwa","PG-13",6.5,2002,1
"4784","Drama","Bruce Almighty ","Tom Shadyac","PG-13",6.7,2003,1
"4785","Drama","Buen Día, Ramón ","Jorge Ramírez Suárez","PG-13",7.7,2013,1
"4786","Drama","Buffalo '66 ","Vincent Gallo","R",7.5,1998,1
"4787","Drama","Buffalo Soldiers ","Gregor Jordan","R",6.9,2001,1
"4788","Drama","Bulworth ","Warren Beatty","R",6.8,1998,1
"4789","Drama","Buried ","Rodrigo Cortés","R",7,2010,1
"4790","Drama","Burlesque ","Steve Antin","PG-13",6.4,2010,1
"4791","Drama","Burn After Reading ","Ethan Coen","R",7,2008,1
"4792","Drama","Burnt ","John Wells","R",6.6,2015,1
"4793","Drama","But I'm a Cheerleader ","Jamie Babbit","R",6.6,1999,1
"4794","Drama","Butch Cassidy and the Sundance Kid ","George Roy Hill","M",8.1,1969,1
"4795","Drama","By the Sea ","Angelina Jolie Pitt","R",5.3,2015,1
"4796","Drama","Cadillac Records ","Darnell Martin","R",7,2008,1
"4797","Drama","Capote ","Bennett Miller","R",7.4,2005,1
"4798","Drama","Captain Corelli's Mandolin ","John Madden","R",5.9,2001,1
"4799","Drama","Captain Phillips ","Paul Greengrass","PG-13",7.9,2013,1
"4800","Drama","Captive ","Jerry Jameson","PG-13",5.3,2015,1
"4801","Drama","Caramel ","Nadine Labaki","PG",7.2,2007,1
"4802","Drama","Casino ","Martin Scorsese","R",8.2,1995,1
"4803","Drama","Casino Jack ","George Hickenlooper","R",6.2,2010,1
"4804","Drama","Cast Away ","Robert Zemeckis","PG-13",7.7,2000,1
"4805","Drama","Catch a Fire ","Phillip Noyce","PG-13",6.7,2006,1
"4806","Drama","Catch Me If You Can ","Steven Spielberg","PG-13",8,2002,1
"4807","Drama","Celebrity ","Woody Allen","R",6.3,1998,1
"4808","Drama","Center Stage ","Nicholas Hytner","PG-13",6.7,2000,1
"4809","Drama","Central Station ","Walter Salles","R",8,1998,1
"4810","Drama","Chain Reaction ","Andrew Davis","PG-13",5.6,1996,1
"4811","Drama","Changeling ","Clint Eastwood","R",7.8,2008,1
"4812","Drama","Changing Lanes ","Roger Michell","R",6.5,2002,1
"4813","Drama","Chappie ","Neill Blomkamp","R",6.9,2015,1
"4814","Drama","Character ","Mike van Diem","R",7.8,1997,1
"4815","Drama","Chariots of Fire ","Hugh Hudson","PG",7.2,1981,1
"4816","Drama","Charlie Bartlett ","Jon Poll","R",7,2007,1
"4817","Drama","Charlie St. Cloud ","Burr Steers","PG-13",6.5,2010,1
"4818","Drama","Charlie Wilson's War ","Mike Nichols","R",7.1,2007,1
"4819","Drama","Chasing Amy ","Kevin Smith","R",7.3,1997,1
"4820","Drama","Chasing Mavericks ","Michael Apted","PG",7.2,2012,1
"4821","Drama","Cheap Thrills ","E.L. Katz","Not Rated",6.8,2013,1
"4822","Drama","Chéri ","Stephen Frears","R",6.2,2009,1
"4823","Drama","Chicken Run ","Peter Lord","G",7,2000,1
"4824","Drama","Child 44 ","Daniel Espinosa","R",6.4,2015,1
"4825","Drama","Children of Heaven ","Majid Majidi","PG",8.5,1997,1
"4826","Drama","Children of Men ","Alfonso Cuarón","R",7.9,2006,1
"4827","Drama","Chill Factor ","Hugh Johnson","R",5.2,1999,1
"4828","Drama","Chloe ","Atom Egoyan","R",6.3,2009,1
"4829","Drama","Chocolat ","Lasse Hallström","PG-13",7.3,2000,1
"4830","Drama","Choke ","Clark Gregg","R",6.5,2008,1
"4831","Drama","Chronicle ","Josh Trank","PG-13",7.1,2012,1
"4832","Drama","Chuck & Buck ","Miguel Arteta","R",6.6,2000,1
"4833","Drama","Cinderella Man ","Ron Howard","PG-13",8,2005,1
"4834","Drama","City by the Sea ","Michael Caton-Jones","R",6.2,2002,1
"4835","Drama","City Hall ","Harold Becker","R",6.2,1996,1
"4836","Drama","City Island ","Raymond De Felitta","PG-13",7.4,2009,1
"4837","Drama","City of Angels ","Brad Silberling","PG-13",6.7,1998,1
"4838","Drama","City of Ghosts ","Matt Dillon","R",6,2002,1
"4839","Drama","City of God ","Fernando Meirelles","R",8.7,2002,1
"4840","Drama","City of Life and Death ","Chuan Lu","R",7.7,2009,1
"4841","Drama","Civil Brand ","Neema Barnette","R",5.3,2002,1
"4842","Drama","Clean ","Olivier Assayas","R",6.9,2004,1
"4843","Drama","Clear and Present Danger ","Phillip Noyce","PG-13",6.9,1994,1
"4844","Drama","Cleopatra ","Joseph L. Mankiewicz","Approved",7,1963,1
"4845","Drama","Click ","Frank Coraci","PG-13",6.4,2006,1
"4846","Drama","Close Encounters of the Third Kind ","Steven Spielberg","PG",7.7,1977,1
"4847","Drama","Closer ","Mike Nichols","R",7.3,2004,1
"4848","Drama","Cloud Atlas ","Tom Tykwer","R",7.5,2012,1
"4849","Drama","Coach Carter ","Thomas Carter","PG-13",7.2,2005,1
"4850","Drama","Coco Before Chanel ","Anne Fontaine","PG-13",6.7,2009,1
"4851","Drama","Code 46 ","Michael Winterbottom","R",6.3,2003,1
"4852","Drama","Cold Mountain ","Anthony Minghella","R",7.2,2003,1
"4853","Drama","Collateral ","Michael Mann","R",7.6,2004,1
"4854","Drama","Collateral Damage ","Andrew Davis","R",5.5,2002,1
"4855","Drama","Colombiana ","Olivier Megaton","PG-13",6.4,2011,1
"4856","Drama","Come Early Morning ","Joey Lauren Adams","R",6.2,2006,1
"4857","Drama","Compliance ","Craig Zobel","R",6.4,2012,1
"4858","Drama","Concussion ","Peter Landesman","PG-13",7.1,2015,1
"4859","Drama","Contact ","Robert Zemeckis","PG",7.4,1997,1
"4860","Drama","Contagion ","Steven Soderbergh","PG-13",6.6,2011,1
"4861","Drama","Contraband ","Baltasar Kormákur","R",6.5,2012,1
"4862","Drama","Control ","Anton Corbijn","R",7.7,2007,1
"4863","Drama","Conversations with Other Women ","Hans Canosa","R",7.1,2005,1
"4864","Drama","Cop Land ","James Mangold","R",6.9,1997,1
"4865","Drama","Copycat ","Jon Amiel","R",6.6,1995,1
"4866","Drama","Copying Beethoven ","Agnieszka Holland","PG-13",6.8,2006,1
"4867","Drama","Corpse Bride ","Tim Burton","PG",7.4,2005,1
"4868","Drama","Country Strong ","Shana Feste","PG-13",6.3,2010,1
"4869","Drama","Courage ","Angelo Pizzo","PG",7,2015,1
"4870","Drama","Courage Under Fire ","Edward Zwick","R",6.6,1996,1
"4871","Drama","Courageous ","Alex Kendrick","PG-13",7,2011,1
"4872","Drama","Coyote Ugly ","David McNally","PG-13",5.6,2000,1
"4873","Drama","Cradle 2 the Grave ","Andrzej Bartkowiak","R",5.8,2003,1
"4874","Drama","Cradle Will Rock ","Tim Robbins","R",6.9,1999,1
"4875","Drama","Crazy Heart ","Scott Cooper","R",7.3,2009,1
"4876","Drama","Crazy in Alabama ","Antonio Banderas","PG-13",6.3,1999,1
"4877","Drama","Crazy, Stupid, Love. ","Glenn Ficarra","PG-13",7.4,2011,1
"4878","Drama","Crazy/Beautiful ","John Stockwell","PG-13",6.5,2001,1
"4879","Drama","Creative Control ","Benjamin Dickinson","R",5.5,2015,1
"4880","Drama","Creed ","Ryan Coogler","PG-13",7.7,2015,1
"4881","Drama","Criminal ","Ariel Vromen","R",6.3,2016,1
"4882","Drama","Crimson Tide ","Tony Scott","R",7.3,1995,1
"4883","Drama","Critical Care ","Sidney Lumet","R",6,1997,1
"4884","Drama","Crooklyn ","Spike Lee","PG-13",6.9,1994,1
"4885","Drama","Crouching Tiger, Hidden Dragon ","Ang Lee","PG-13",7.9,2000,1
"4886","Drama","Cruel Intentions ","Roger Kumble","R",6.9,1999,1
"4887","Drama","Cry Freedom ","Richard Attenborough","PG",7.5,1987,1
"4888","Drama","Cry_Wolf ","Jeff Wadlow","PG-13",5.9,2005,1
"4889","Drama","Curse of the Golden Flower ","Yimou Zhang","R",7,2006,1
"4890","Drama","Cyrus ","Jay Duplass","R",6.3,2010,1
"4891","Drama","Dallas Buyers Club ","Jean-Marc Vallée","R",8,2013,1
"4892","Drama","Dancer in the Dark ","Lars von Trier","R",8,2000,1
"4893","Drama","Dances with Wolves ","Kevin Costner","PG-13",8,1990,1
"4894","Drama","Dark Blue ","Ron Shelton","R",6.6,2002,1
"4895","Drama","Dark City ","Alex Proyas","R",7.7,1998,1
"4896","Drama","Dark Water ","Walter Salles","PG-13",5.6,2005,1
"4897","Drama","Darling Lili ","Blake Edwards","G",6.2,1970,1
"4898","Drama","Das Boot ","Wolfgang Petersen","R",8.4,1981,1
"4899","Drama","Dawn of the Planet of the Apes ","Matt Reeves","PG-13",7.6,2014,1
"4900","Drama","Daylight ","Rob Cohen","PG-13",5.8,1996,1
"4901","Drama","Days of Thunder ","Tony Scott","PG-13",5.9,1990,1
"4902","Drama","De-Lovely ","Irwin Winkler","PG-13",6.6,2004,1
"4903","Drama","Dead Man Down ","Niels Arden Oplev","R",6.5,2013,1
"4904","Drama","Dead Man Walking ","Tim Robbins","R",7.6,1995,1
"4905","Drama","Dead Man's Shoes ","Shane Meadows","",7.7,2004,1
"4906","Drama","Dead Poets Society ","Peter Weir","PG",8,1989,1
"4907","Drama","Deadfall ","Stefan Ruzowitzky","R",6.3,2012,1
"4908","Drama","Dear Wendy ","Thomas Vinterberg","Unrated",6.6,2004,1
"4909","Drama","Death to Smoochy ","Danny DeVito","R",6.4,2002,1
"4910","Drama","Deep Impact ","Mimi Leder","PG-13",6.1,1998,1
"4911","Drama","Defendor ","Peter Stebbings","R",6.8,2009,1
"4912","Drama","Delivery Man ","Ken Scott","PG-13",6.4,2013,1
"4913","Drama","Derailed ","Mikael Håfström","R",6.6,2005,1
"4914","Drama","Desert Blue ","Morgan J. Freeman","R",6.2,1998,1
"4915","Drama","Desert Dancer ","Richard Raymond","PG-13",6,2014,1
"4916","Drama","Deterrence ","Rod Lurie","R",6.5,1999,1
"4917","Drama","Deuces Wild ","Scott Kalvert","R",5.6,2002,1
"4918","Drama","Diary of a Mad Black Woman ","Darren Grant","PG-13",5.6,2005,1
"4919","Drama","Did You Hear About the Morgans? ","Marc Lawrence","PG-13",4.7,2009,1
"4920","Drama","Diner ","Barry Levinson","R",7.2,1982,1
"4921","Drama","Dirty Pretty Things ","Stephen Frears","R",7.4,2002,1
"4922","Drama","Disclosure ","Barry Levinson","R",6,1994,1
"4923","Drama","Divine Secrets of the Ya-Ya Sisterhood ","Callie Khouri","PG-13",6,2002,1
"4924","Drama","Django Unchained ","Quentin Tarantino","R",8.5,2012,1
"4925","Drama","Do the Right Thing ","Spike Lee","R",7.9,1989,1
"4926","Drama","Doctor Zhivago ","David Lean","PG-13",8,1965,1
"4927","Drama","Dogma ","Kevin Smith","R",7.4,1999,1
"4928","Drama","Dolphin Tale ","Charles Martin Smith","PG",6.9,2011,1
"4929","Drama","Dolphin Tale 2 ","Charles Martin Smith","PG",6.4,2014,1
"4930","Drama","Domino ","Tony Scott","R",6,2005,1
"4931","Drama","Don Jon ","Joseph Gordon-Levitt","R",6.6,2013,1
"4932","Drama","Don Juan DeMarco ","Jeremy Leven","PG-13",6.8,1994,1
"4933","Drama","Don't Say a Word ","Gary Fleder","R",6.3,2001,1
"4934","Drama","Donkey Punch ","Oliver Blackburn","R",5.2,2008,1
"4935","Drama","Donnie Brasco ","Mike Newell","R",7.8,1997,1
"4936","Drama","Donnie Darko ","Richard Kelly","R",8.1,2001,1
"4937","Drama","Dope ","Rick Famuyiwa","R",7.3,2015,1
"4938","Drama","Doubt ","John Patrick Shanley","PG-13",7.5,2008,1
"4939","Drama","Down in the Valley ","David Jacobson","R",6.5,2005,1
"4940","Drama","Down to You ","Kris Isacsson","PG-13",4.9,2000,1
"4941","Drama","Downfall ","Oliver Hirschbiegel","R",8.3,2004,1
"4942","Drama","Dracula Untold ","Gary Shore","PG-13",6.3,2014,1
"4943","Drama","Draft Day ","Ivan Reitman","R",6.8,2014,1
"4944","Drama","Dragon Blade ","Daniel Lee","R",6.1,2015,1
"4945","Drama","Dragon Wars: D-War ","Hyung-rae Shim","PG-13",3.6,2007,1
"4946","Drama","Dragonfly ","Tom Shadyac","PG-13",6.1,2002,1
"4947","Drama","Dream House ","Jim Sheridan","PG-13",6,2011,1
"4948","Drama","Dream with the Fishes ","Finn Taylor","R",7,1997,1
"4949","Drama","Dreamcatcher ","Lawrence Kasdan","R",5.5,2003,1
"4950","Drama","Dreamer: Inspired by a True Story ","John Gatins","PG",6.9,2005,1
"4951","Drama","Dreamgirls ","Bill Condon","PG-13",6.5,2006,1
"4952","Drama","Drillbit Taylor ","Steven Brill","PG-13",5.7,2008,1
"4953","Drama","Drive ","Nicolas Winding Refn","R",7.8,2011,1
"4954","Drama","Drive Me Crazy ","John Schultz","PG-13",5.7,1999,1
"4955","Drama","Driven ","Renny Harlin","PG-13",4.5,2001,1
"4956","Drama","Driving Miss Daisy ","Bruce Beresford","PG",7.4,1989,1
"4957","Drama","Drumline ","Charles Stone III","PG-13",5.7,2002,1
"4958","Drama","Due Date ","Todd Phillips","R",6.6,2010,1
"4959","Drama","Duel in the Sun ","King Vidor","Unrated",6.9,1946,1
"4960","Drama","Duets ","Bruce Paltrow","R",6,2000,1
"4961","Drama","Duma ","Carroll Ballard","PG",7.3,2005,1
"4962","Drama","East Is East ","Damien O'Donnell","R",6.9,1999,1
"4963","Drama","Eat Pray Love ","Ryan Murphy","PG-13",5.7,2010,1
"4964","Drama","Ed Wood ","Tim Burton","R",7.9,1994,1
"4965","Drama","Edge of Darkness ","Martin Campbell","R",6.6,2010,1
"4966","Drama","Edmond ","Stuart Gordon","R",6.3,2005,1
"4967","Drama","Edtv ","Ron Howard","PG-13",6.1,1999,1
"4968","Drama","Eight Below ","Frank Marshall","PG",7.3,2006,1
"4969","Drama","El crimen del padre Amaro ","Carlos Carrera","R",6.8,2002,1
"4970","Drama","El Mariachi ","Robert Rodriguez","R",6.9,1992,1
"4971","Drama","Election ","Alexander Payne","R",7.3,1999,1
"4972","Drama","Elite Squad ","José Padilha","R",8.1,2007,1
"4973","Drama","Elizabeth ","Shekhar Kapur","R",7.5,1998,1
"4974","Drama","Elizabeth: The Golden Age ","Shekhar Kapur","PG-13",6.9,2007,1
"4975","Drama","Elizabethtown ","Cameron Crowe","PG-13",6.4,2005,1
"4976","Drama","Elling ","Petter Næss","R",7.6,2001,1
"4977","Drama","Elysium ","Neill Blomkamp","R",6.6,2013,1
"4978","Drama","End of the Spear ","Jim Hanon","PG-13",7,2005,1
"4979","Drama","End of Watch ","David Ayer","R",7.7,2012,1
"4980","Drama","Endless Love ","Shana Feste","PG-13",6.3,2014,1
"4981","Drama","Enemy at the Gates ","Jean-Jacques Annaud","R",7.6,2001,1
"4982","Drama","Enemy of the State ","Tony Scott","R",7.3,1998,1
"4983","Drama","Enough ","Michael Apted","PG-13",5.6,2002,1
"4984","Drama","Enough Said ","Nicole Holofcener","PG-13",7.1,2013,1
"4985","Drama","Enter the Void ","Gaspar Noé","Not Rated",7.3,2009,1
"4986","Drama","Equilibrium ","Kurt Wimmer","R",7.5,2002,1
"4987","Drama","Eraser ","Chuck Russell","R",6.1,1996,1
"4988","Drama","Erin Brockovich ","Steven Soderbergh","R",7.3,2000,1
"4989","Drama","Ernest & Celestine ","Stéphane Aubier","PG",7.9,2012,1
"4990","Drama","Escape from Alcatraz ","Don Siegel","PG",7.6,1979,1
"4991","Drama","Eternal Sunshine of the Spotless Mind ","Michel Gondry","R",8.3,2004,1
"4992","Drama","Eulogy ","Michael Clancy","R",6.7,2004,1
"4993","Drama","Eve's Bayou ","Kasi Lemmons","R",7.3,1997,1
"4994","Drama","Ever After: A Cinderella Story ","Andy Tennant","PG-13",7,1998,1
"4995","Drama","Everest ","Baltasar Kormákur","PG-13",7.1,2015,1
"4996","Drama","Everybody's Fine ","Kirk Jones","PG-13",7.2,2009,1
"4997","Drama","Everything Must Go ","Dan Rush","R",6.4,2010,1
"4998","Drama","Evita ","Alan Parker","PG",6.3,1996,1
"4999","Drama","Ex Machina ","Alex Garland","R",7.7,2015,1
"5000","Drama","Exit Wounds ","Andrzej Bartkowiak","R",5.5,2001,1
"5001","Drama","Exotica ","Atom Egoyan","R",7.2,1994,1
"5002","Drama","Extraordinary Measures ","Tom Vaughan","PG",6.5,2010,1
"5003","Drama","Extreme Measures ","Michael Apted","R",6.1,1996,1
"5004","Drama","Extremely Loud & Incredibly Close ","Stephen Daldry","PG-13",6.9,2011,1
"5005","Drama","Eye for an Eye ","John Schlesinger","R",6.1,1996,1
"5006","Drama","Eye of the Beholder ","Stephan Elliott","R",4.9,1999,1
"5007","Drama","Eye of the Dolphin ","Michael D. Sellers","PG-13",5.7,2006,1
"5008","Drama","Eyes Wide Shut ","Stanley Kubrick","R",7.3,1999,1
"5009","Drama","Facing the Giants ","Alex Kendrick","PG",6.7,2006,1
"5010","Drama","Factory Girl ","George Hickenlooper","R",6.4,2006,1
"5011","Drama","Fahrenheit 9/11 ","Michael Moore","R",7.5,2004,1
"5012","Drama","Fair Game ","Doug Liman","PG-13",6.8,2010,1
"5013","Drama","Faithful ","Paul Mazursky","R",5.9,1996,1
"5014","Drama","Fame ","Kevin Tancharoen","PG",5,2009,1
"5015","Drama","Far from Heaven ","Todd Haynes","PG-13",7.4,2002,1
"5016","Drama","Faster ","George Tillman Jr.","R",6.5,2010,1
"5017","Drama","Fatal Attraction ","Adrian Lyne","R",6.9,1987,1
"5018","Drama","Fateless ","Lajos Koltai","R",7.1,2005,1
"5019","Drama","Fear and Loathing in Las Vegas ","Terry Gilliam","R",7.7,1998,1
"5020","Drama","Femme Fatale ","Brian De Palma","R",6.3,2002,1
"5021","Drama","Fever Pitch ","Bobby Farrelly","PG-13",6.2,2005,1
"5022","Drama","Fiddler on the Roof ","Norman Jewison","G",8,1971,1
"5023","Drama","Fido ","Andrew Currie","R",6.8,2006,1
"5024","Drama","Fifty Shades of Grey ","Sam Taylor-Johnson","R",4.1,2015,1
"5025","Drama","Fight Club ","David Fincher","R",8.8,1999,1
"5026","Drama","Fighting Tommy Riley ","Eddie O'Flaherty","R",6.6,2004,1
"5027","Drama","Filly Brown ","Youssef Delara","R",5.7,2012,1
"5028","Drama","Find Me Guilty ","Sidney Lumet","R",7.1,2006,1
"5029","Drama","Finding Forrester ","Gus Van Sant","PG-13",7.3,2000,1
"5030","Drama","Finding Neverland ","Marc Forster","PG",7.8,2004,1
"5031","Drama","Fireproof ","Alex Kendrick","PG",6.5,2008,1
"5032","Drama","Fiza ","Khalid Mohamed","",6.2,2000,1
"5033","Drama","Flags of Our Fathers ","Clint Eastwood","R",7.1,2006,1
"5034","Drama","Flame and Citron ","Ole Christian Madsen","Not Rated",7.3,2008,1
"5035","Drama","Flash of Genius ","Marc Abraham","PG-13",7,2008,1
"5036","Drama","Flashdance ","Adrian Lyne","R",6.1,1983,1
"5037","Drama","Flatliners ","Joel Schumacher","R",6.6,1990,1
"5038","Drama","Flawless ","Joel Schumacher","R",6.4,1999,1
"5039","Drama","Fled ","Kevin Hooks","R",5.3,1996,1
"5040","Drama","Flicka ","Michael Mayer","PG",6.2,2006,1
"5041","Drama","Flight ","Robert Zemeckis","R",7.3,2012,1
"5042","Drama","Flight of the Intruder ","John Milius","PG-13",5.7,1991,1
"5043","Drama","Flight of the Phoenix ","John Moore","PG-13",6.1,2004,1
"5044","Drama","Flightplan ","Robert Schwentke","PG-13",6.2,2005,1
"5045","Drama","Flipped ","Rob Reiner","PG",7.7,2010,1
"5046","Drama","Flyboys ","Tony Bill","PG-13",6.6,2006,1
"5047","Drama","Focus ","Glenn Ficarra","R",6.6,2015,1
"5048","Drama","For Greater Glory: The True Story of Cristiada ","Dean Wright","R",6.6,2012,1
"5049","Drama","For Love of the Game ","Sam Raimi","PG-13",6.5,1999,1
"5050","Drama","Forgetting Sarah Marshall ","Nicholas Stoller","R",7.2,2008,1
"5051","Drama","Forrest Gump ","Robert Zemeckis","PG-13",8.8,1994,1
"5052","Drama","Four Brothers ","John Singleton","R",6.9,2005,1
"5053","Drama","Four Christmases ","Seth Gordon","PG-13",5.6,2008,1
"5054","Drama","Four Weddings and a Funeral ","Mike Newell","R",7.1,1994,1
"5055","Drama","Frailty ","Bill Paxton","R",7.3,2001,1
"5056","Drama","Free State of Jones ","Gary Ross","R",6.7,2016,1
"5057","Drama","Freedom Writers ","Richard LaGravenese","PG-13",7.5,2007,1
"5058","Drama","Freeheld ","Peter Sollett","PG-13",6.5,2015,1
"5059","Drama","Frequency ","Gregory Hoblit","PG-13",7.3,2000,1
"5060","Drama","Frida ","Julie Taymor","R",7.4,2002,1
"5061","Drama","Friday ","F. Gary Gray","R",7.3,1995,1
"5062","Drama","Friday After Next ","Marcus Raboy","R",5.8,2002,1
"5063","Drama","Friends with Money ","Nicole Holofcener","R",5.9,2006,1
"5064","Drama","From a Whisper to a Scream ","Jeff Burr","R",5.9,1987,1
"5065","Drama","Frost/Nixon ","Ron Howard","R",7.7,2008,1
"5066","Drama","Frozen River ","Courtney Hunt","R",7.2,2008,1
"5067","Drama","Fruitvale Station ","Ryan Coogler","R",7.5,2013,1
"5068","Drama","Funny Games ","Michael Haneke","R",6.5,2007,1
"5069","Drama","Funny People ","Judd Apatow","R",6.4,2009,1
"5070","Drama","Fur: An Imaginary Portrait of Diane Arbus ","Steven Shainberg","R",6.5,2006,1
"5071","Drama","Fury ","David Ayer","R",7.6,2014,1
"5072","Drama","Futuro Beach ","Karim Aïnouz","Unrated",6.1,2014,1
"5073","Drama","G.I. Jane ","Ridley Scott","R",5.8,1997,1
"5074","Drama","Gangs of New York ","Martin Scorsese","R",7.5,2002,1
"5075","Drama","Gangster Squad ","Ruben Fleischer","R",6.7,2013,1
"5076","Drama","Gangster's Paradise: Jerusalema ","Ralph Ziman","R",7.8,2008,1
"5077","Drama","Garden State ","Zach Braff","R",7.6,2004,1
"5078","Drama","Gattaca ","Andrew Niccol","PG-13",7.8,1997,1
"5079","Drama","George Washington ","David Gordon Green","Unrated",7.5,2000,1
"5080","Drama","Georgia Rule ","Garry Marshall","R",5.9,2007,1
"5081","Drama","Get Carter ","Stephen Kay","R",5.1,2000,1
"5082","Drama","Get Low ","Aaron Schneider","PG-13",7.1,2009,1
"5083","Drama","Get on the Bus ","Spike Lee","R",6.8,1996,1
"5084","Drama","Get on Up ","Tate Taylor","PG-13",6.9,2014,1
"5085","Drama","Get Rich or Die Tryin' ","Jim Sheridan","R",5,2005,1
"5086","Drama","Gettysburg ","Ron Maxwell","PG",7.7,1993,1
"5087","Drama","Ghost ","Jerry Zucker","PG-13",7,1990,1
"5088","Drama","Ghost Town ","David Koepp","PG-13",6.7,2008,1
"5089","Drama","Ghost World ","Terry Zwigoff","R",7.4,2001,1
"5090","Drama","Ghosts of Mississippi ","Rob Reiner","PG-13",6.7,1996,1
"5091","Drama","Girl 6 ","Spike Lee","R",5,1996,1
"5092","Drama","Girl, Interrupted ","James Mangold","R",7.3,1999,1
"5093","Drama","Gladiator ","Ridley Scott","R",8.5,2000,1
"5094","Drama","Glengarry Glen Ross ","James Foley","R",7.8,1992,1
"5095","Drama","Glitter ","Vondie Curtis-Hall","PG-13",2.1,2001,1
"5096","Drama","Go for It! ","Carmen Marron","PG-13",3.9,2011,1
"5097","Drama","Goal! The Dream Begins ","Danny Cannon","PG-13",6.8,2005,1
"5098","Drama","God's Not Dead 2 ","Harold Cronk","PG",3.4,2016,1
"5099","Drama","Gods and Generals ","Ron Maxwell","PG-13",6.3,2003,1
"5100","Drama","Gods and Monsters ","Bill Condon","R",7.5,1998,1
"5101","Drama","Godsend ","Nick Hamm","PG-13",4.8,2004,1
"5102","Drama","Godzilla 2000 ","Takao Okawara","PG",6,1999,1
"5103","Drama","Gone Girl ","David Fincher","R",8.1,2014,1
"5104","Drama","Gone with the Wind ","Victor Fleming","G",8.2,1939,1
"5105","Drama","Good ","Vicente Amorim","R",6.2,2008,1
"5106","Drama","Good Boy! ","John Hoffman","PG",5.1,2003,1
"5107","Drama","Good Bye Lenin! ","Wolfgang Becker","R",7.7,2003,1
"5108","Drama","Good Morning, Vietnam ","Barry Levinson","R",7.3,1987,1
"5109","Drama","Good Night, and Good Luck. ","George Clooney","PG",7.5,2005,1
"5110","Drama","Good Will Hunting ","Gus Van Sant","R",8.3,1997,1
"5111","Drama","Goodfellas ","Martin Scorsese","R",8.7,1990,1
"5112","Drama","Gosford Park ","Robert Altman","R",7.3,2001,1
"5113","Drama","Gossip ","Davis Guggenheim","R",5.9,2000,1
"5114","Drama","Gracie ","Davis Guggenheim","PG-13",6.2,2007,1
"5115","Drama","Gran Torino ","Clint Eastwood","R",8.2,2008,1
"5116","Drama","Gravity ","Alfonso Cuarón","PG-13",7.8,2013,1
"5117","Drama","Green Zone ","Paul Greengrass","R",6.9,2010,1
"5118","Drama","Gridiron Gang ","Phil Joanou","PG-13",6.9,2006,1
"5119","Drama","Groove ","Greg Harrison","R",6.5,2000,1
"5120","Drama","Hackers ","Iain Softley","PG-13",6.2,1995,1
"5121","Drama","Hairspray ","Adam Shankman","PG",6.7,2007,1
"5122","Drama","Half Nelson ","Ryan Fleck","R",7.2,2006,1
"5123","Drama","Hancock ","Peter Berg","PG-13",6.4,2008,1
"5124","Drama","Hanging Up ","Diane Keaton","PG-13",4.7,2000,1
"5125","Drama","Hanna ","Joe Wright","PG-13",6.8,2011,1
"5126","Drama","Hannah Montana: The Movie ","Peter Chelsom","G",4.2,2009,1
"5127","Drama","Hannibal Rising ","Peter Webber","R",6.2,2007,1
"5128","Drama","Happiness ","Todd Solondz","",7.8,1998,1
"5129","Drama","Happy Christmas ","Joe Swanberg","R",5.6,2014,1
"5130","Drama","Hard Candy ","David Slade","R",7.1,2005,1
"5131","Drama","Hard Rain ","Mikael Salomon","R",5.8,1998,1
"5132","Drama","Hardball ","Brian Robbins","PG-13",6.3,2001,1
"5133","Drama","Hardflip ","Johnny Remo","PG-13",5.6,2012,1
"5134","Drama","Harley Davidson and the Marlboro Man ","Simon Wincer","R",6,1991,1
"5135","Drama","Harriet the Spy ","Bronwen Hughes","PG",5.9,1996,1
"5136","Drama","Harry Brown ","Daniel Barber","R",7.2,2009,1
"5137","Drama","Harsh Times ","David Ayer","R",7,2005,1
"5138","Drama","Hart's War ","Gregory Hoblit","R",6.3,2002,1
"5139","Drama","Harvard Man ","James Toback","R",4.9,2001,1
